id,workload,repr,chunk,elem,retained,n,base,appended,blocks,forks,depth,keep_all,region,lv_pos,batch,ops_per_sample,nsamples,median_ns,p95_ns,min_ns,median2_ns,p95_2_ns,allocs_op,bytes_op,zcopies_op,zmoves_op,addref_op,blk_addref_op,branches_op,mem_start,mem_build,mem_peak,mem_end,checksum,balance_ok,vgroup,extra
334,base_append,C,16,int,0,,100000,1024,,,,0,,,69,70656,15,3.1,3.284,2.753,,,0.0693,17.52,1,0,0,0,0,474424,5146864,5146864,474424,383caafaf213374a,1,ba-int-100000-1024,
335,base_append,B,0,int,0,,1000,4,,,,0,,,225,900,15,171.991,232.083,166.944,,,0.25,4100,251,0,0,0,0,474392,5117208,5117208,474392,f1591d888dcf0d7e,1,ba-int-1000-4,
336,linear,B,0,object,0,1024,,,,,,0,,,1,1024,15,2.197,2.279,2.156,,,0.0098,32.09,1,0.9961,1,0,0,474328,560344,572632,482520,6d7d60429257bfdf,1,lin-dead-object-1024,
337,destroy,C,128,nested,0,16384,,,,,,0,,,1,16384,8,2.029,2.032,2.024,,,0,0,0,0,0,0,0,474440,8798592,8798592,474440,0000000000000000,1,,
338,linear,C,32,object,0,4096,,,,,,0,,,1,4096,15,3.296,3.458,2.98,,,0.0332,16.76,1,0,1,0,0,474328,844048,844048,531672,a90dfee62da19683,1,lin-dead-object-4096,
339,linear,C,16,string,1,1024,,,,,,0,,,1,1024,15,15.177,15.259,15.097,,,1.0693,49.52,1,0,1,32.4375,0,474328,593680,593680,474328,165bfc4050d5b883,1,lin-ret-string-1024,
340,branch,C,64,string,0,,1024,,,,,0,,boundary,3614,3614,15,15.98,17.121,15.853,,,4,1152,1,0,1,5,1,474448,5672312,5672312,474448,58c60c7ecf099c5e,1,br-string-6-boundary,"{""lv_at_branch"":64}"
341,foreach,A,0,int,0,,141072,,0,,,0,,,7,987504,15,0.529,0.579,0.529,,,0,0,0,0,0,0,0,474448,0,4996480,474448,000113873d68b208,1,fe-int-141072,"{""sink"":38474211658846710}"
342,base_append,C,16,string,0,,10000,16,,,,0,,,800,12800,15,3.089,3.132,3.037,,,0.25,22,1,0,1,0,0,474424,1537368,1537368,474424,442e58edb84b240e,1,ba-string-10000-16,
343,linear,C,16,array,0,4096,,,,,,0,,,1,4096,15,3.031,3.082,3.011,,,0.0647,17.51,1,0,1,0,0,474328,1672464,1672464,474328,09d684cff1ede49b,1,lin-dead-array-4096,
344,base_append,C,128,string,0,,10000,1,,,,0,,,2400,2400,15,11.077,11.875,11.007,,,4,2144,1,0,1,0,0,474424,7577856,7577856,474424,a8c9836683df5cf5,1,ba-string-10000-1,
345,base_append,C,64,int,0,,100000,16,,,,0,,,1442,23072,15,2.77,2.794,2.75,,,0.25,70,1,0,0,0,0,474424,5662472,5662472,474424,3c179c6d7f79e06d,1,ba-int-100000-16,
346,destroy,B,0,nested,0,16384,,,,,,0,,,1,16384,8,1.984,1.991,1.973,,,0,0,0,0,0,0,0,474440,8736072,8871240,474440,0000000000000000,1,,
347,base_append,B,0,int,0,,100000,1,,,,0,,,2,2,15,115125,118333.5,111771,,,1,2097168,100001,0,0,0,0,474392,7904600,7904600,474392,3b335e27ff112313,1,ba-int-100000-1,
348,read,C,32,int,0,,10000,,8,,,0,last,,100000,100000,15,0.649,0.665,0.604,,,0,0,0,0,0,0,0,474832,844616,844616,474832,000e1691f8cfbc22,1,,
349,linear,A,0,int,1,1024,,,,,,0,,,1,1024,15,631.063,658.772,623.942,,,1.001,8208.01,512.5,0,0,0,0,474328,10540928,10540928,474328,10d750485dff5f42,1,lin-ret-int-1024,
350,foreach,A,0,string,0,,10512,,0,,,0,,,88,925056,15,0.543,0.547,0.506,,,0,0,0,0,0,0,0,474448,0,1238992,474448,0000000000017190,1,fe-str-10512,"{""sink"":149953680}"
351,linear,A,0,array,0,4096,,,,,,0,,,1,4096,15,6087.718,6415.466,6061.574,,,1.0002,32784,2048.5,0,2048.5,0,0,474328,1658072,1723608,474328,09d684cff1ede49b,1,lin-dead-array-4096,
352,linear,B,0,int,0,4096,,,,,,0,,,1,4096,15,2.106,2.156,2.065,,,0.0029,32.03,1,0.999,0,0,0,474328,609496,646360,474328,e1afe464a1eeb2fb,1,lin-dead-int-4096,
353,read,C,64,int,0,,10000,,8,,,0,base,,100000,100000,15,0.578,0.584,0.558,,,0,0,0,0,0,0,0,474832,853832,853832,474832,000dc0651c0a2482,1,rd-base,
354,base_append,C,128,int,0,,100,1024,,,,0,,,79,80896,15,2.683,3.117,2.447,,,0.0117,16.21,1,0,0,0,0,474424,2124768,2124768,474424,fd243c73dbc412f0,1,ba-int-100-1024,
355,base_append,C,128,int,0,,100000,1024,,,,0,,,84,86016,15,2.678,2.858,2.463,,,0.0117,16.21,1,0,0,0,0,474424,5425080,5425080,474424,383caafaf213374a,1,ba-int-100000-1024,
356,foreach,C,16,int,0,,10000,,8,,,0,,,93,941904,15,0.532,0.536,0.496,,,0,0,0,0,0,0,0,474448,0,804808,474448,000013c814c08a48,1,fe-int-10128,"{""sink"":36431354770539800}"
357,vcreate,C,16,int,0,,64,,1024,,,0,,,112,112,15,567.714,601.196,560.268,698.286,715.027,4,16704,1,0,0,1024,1,474376,0,2964032,474376,0000000000000000,1,,
358,base_append,C,128,string,0,,100,32,,,,0,,,1435,45920,15,2.885,3.095,2.872,,,0.125,67,1,0,1,0,0,474424,4296256,4296256,474424,9727c4da06513e03,1,ba-string-100-32,
359,base_append,C,64,string,0,,100,16,,,,0,,,898,14368,15,3.028,3.242,3.013,,,0.25,70,1,0,1,0,0,474424,1719592,1719592,474424,a433fde0ca4b111f,1,ba-string-100-16,
360,base_append,C,16,string,0,,1000,16,,,,0,,,1200,19200,15,3.134,3.268,3.09,,,0.25,22,1,0,1,0,0,474424,1049752,1049752,474424,8e67b0ddf64b5e5e,1,ba-string-1000-16,
361,base_append,C,16,int,0,,100000,4,,,,0,,,1200,4800,15,4.418,4.453,4.34,,,1,88,1,0,0,0,0,474424,4179416,4179416,474424,643898b1322dd762,1,ba-int-100000-4,
362,linear,B,0,object,0,16384,,,,,,0,,,1,16384,15,2.406,2.413,2.396,,,0.0009,32.01,1,0.9998,1,0,0,474328,1912024,2047192,728280,6197cb953c2f1bf3,1,lin-dead-object-16384,
363,base_append,C,16,string,0,,100,1024,,,,0,,,65,66560,15,3.072,3.31,2.869,,,0.0693,17.52,1,0,1,0,0,474424,1910448,1910448,474424,5901fab5efd9bf2f,1,ba-string-100-1024,
364,base_append,B,0,string,0,,10000,16,,,,0,,,20,320,15,914.453,924.609,850.781,,,0.0625,16385,626,0,626,0,0,474424,6527704,6527704,474424,442e58edb84b240e,1,ba-string-10000-16,
365,base_append,C,128,int,0,,10000,32,,,,0,,,1200,38400,15,2.633,2.745,2.628,,,0.125,67,1,0,0,0,0,474424,3992024,3992024,474424,d969fe0d6965f4c4,1,ba-int-10000-32,
366,linear,C,32,int,1,16384,,,,,,0,,,1,16384,15,89.455,89.625,89.142,,,1.0319,48.75,1,0,0,256.4688,0,474328,1723664,1723664,474328,0160e968244e678b,1,lin-ret-int-16384,
367,base_append,C,32,int,0,,100000,16,,,,0,,,1200,19200,15,3.036,3.088,2.828,,,0.25,38,1,0,0,0,0,474424,4563416,4563416,474424,3c179c6d7f79e06d,1,ba-int-100000-16,
368,branch,C,128,string,0,,1024,,,,,0,,half,1807,1807,15,62.811,63.18,62.557,,,4,2176,65,0,65,4,1,474408,5459784,5459784,474408,9e8cf0f0d0d2f564,1,br-string-7-half,"{""lv_at_branch"":64}"
369,base_append,C,64,string,0,,100000,32,,,,0,,,1796,57472,15,3.108,3.173,2.888,,,0.125,35,1,0,1,0,0,474424,10152120,10152120,474424,994f8fb185288e84,1,ba-string-100000-32,
370,base_append,A,0,string,0,,100,4,,,,0,,,360,1440,15,149.392,151.62,141.175,,,1,1648,102.5,0,102.5,0,0,474424,1130360,1132152,474424,d697ab7efcf7800f,1,ba-string-100-4,
371,base_append,A,0,int,0,,1000,1024,,,,0,,,1,1024,15,2150.513,2162.354,2149.82,,,1,24208,1512.5,0,0,0,0,474424,556360,589128,474424,7b8e53e24891a6cc,1,ba-int-1000-1024,
372,read,C,64,int,0,,10000,,8,,,0,mixed,,100000,100000,15,0.723,0.74,0.71,,,0,0,0,0,0,0,0,474832,853832,853832,474832,000dbbb9037ca2e2,1,,
373,foreach,C,64,int,0,,10000,,8,,,0,,,91,956592,15,0.5,0.536,0.499,,,0,0,0,0,0,0,0,474448,0,820680,474448,00001487f1f49308,1,fe-int-10512,"{""sink"":36998970351376440}"
374,branch,C,32,string,0,,1024,,,,,0,,worst,1200,1200,15,35.278,37.917,35.104,,,4,640,32,0,32,4,1,474440,1490488,1490488,474440,8a9b54c52057f385,1,br-string-5-worst,"{""lv_at_branch"":31}"
375,linear,B,0,int,0,16384,,,,,,0,,,1,16384,15,2.07,2.492,2.029,,,0.0009,32.01,1,0.9998,0,0,0,474328,1002712,1137880,474328,0160e968244e678b,1,lin-dead-int-16384,
376,foreach,C,128,int,0,,10000,,1,,,0,,,95,962160,15,0.532,0.547,0.495,,,0,0,0,0,0,0,0,474448,0,804776,474448,000013c814c08a48,1,fe-int-10128,"{""sink"":37214357022324536}"
377,base_append,C,32,string,0,,100,1024,,,,0,,,82,83968,15,3.066,3.432,2.947,,,0.0371,16.77,1,0,1,0,0,474424,2247400,2247400,474424,5901fab5efd9bf2f,1,ba-string-100-1024,
378,base_append,C,64,int,0,,100,1,,,,0,,,2400,2400,15,10.66,10.712,10.608,,,4,1120,1,0,0,0,0,474392,3781688,3781688,474392,f75ffeb8407d8c47,1,ba-int-100-1,
379,invisible,C,32,string,0,321,1000,1280,,,,0,,,1,1,0,,,,,,0,0,0,0,0,0,0,474384,0,645032,474384,c8562e9c1330f1f2,1,,"{""live_slots_tip"":2280,""live_bytes_tip"":37408,""live_slots_snap"":1352,""live_bytes_snap"":22296,""visible_count"":1321,""invisible_slots"":31,""invisible_slot_bound"":32,""blocks_live_snap"":11,""spine_arr_bytes_snap"":512}"
380,foreach,C,16,int,0,,10000,,0,,,0,,,100,1000000,15,0.531,0.543,0.494,,,0,0,0,0,0,0,0,474448,0,802160,474448,000013873287b208,1,fe-int-10000,"{""sink"":38669972068858440}"
381,base_append,C,64,int,0,,100000,32,,,,0,,,900,28800,15,2.629,2.813,2.623,,,0.125,35,1,0,0,0,0,474424,4916920,4916920,474424,36bc3c9886230884,1,ba-int-100000-32,
382,foreach,C,128,int,0,,10000,,64,,,0,,,51,927792,15,0.521,0.534,0.52,,,0,0,0,0,0,0,0,474448,0,1097608,474448,000023875535c208,1,fe-int-18192,"{""sink"":35899960414931640}"
383,base_append,C,64,int,0,,100000,64,,,,0,,,1200,76800,15,2.626,2.923,2.482,,,0.0625,17.5,1,0,0,0,0,474424,5331416,5331416,474424,4cdea0178042d4c6,1,ba-int-100000-64,
384,branch,C,32,int,0,,1024,,,,,0,,worst,1200,1200,15,31.91,32.188,31.701,,,4,640,32,0,0,4,1,474408,1442976,1442976,474408,57c0c64977ad47d3,1,br-int-5-worst,"{""lv_at_branch"":31}"
385,linear,C,16,int,1,16384,,,,,,0,,,1,16384,15,163.315,164.68,163.02,,,1.0632,49.5,1,0,0,512.4375,0,474328,1727760,1727760,474328,0160e968244e678b,1,lin-ret-int-16384,
386,base_append,C,64,int,0,,100000,1024,,,,0,,,98,100352,15,2.722,2.852,2.583,,,0.0205,16.4,1,0,0,0,0,474424,5719880,5719880,474424,383caafaf213374a,1,ba-int-100000-1024,
387,base_append,C,32,string,0,,1000,1,,,,0,,,2400,2400,15,11.215,12.604,11.094,,,4,608,1,0,1,0,0,474424,2314944,2314944,474424,aa77e5bc29801f9b,1,ba-string-1000-1,
388,base_append,B,0,string,0,,100,16,,,,0,,,1027,16432,15,5.573,5.596,5.528,,,0.0625,129,7.25,0,7.25,0,0,474424,3124312,3124312,474424,a433fde0ca4b111f,1,ba-string-100-16,
389,read,C,128,int,0,,10000,,8,,,0,base,,100000,100000,15,0.612,0.624,0.595,,,0,0,0,0,0,0,0,474832,872264,872264,474832,000dc0651c0a2482,1,rd-base,
390,linear,C,64,string,0,65536,,,,,,0,,,1,65536,8,4.194,4.505,4.002,,,0.0158,16.38,1,0,1,0,0,474440,5463424,5463424,474440,9cbbb5e4c7bc7156,1,lin-dead-string-65536,
391,foreach,C,128,int,0,,10000,,1024,,,0,,,6,846432,15,0.582,0.583,0.543,,,0,0,0,0,0,0,0,474448,0,5528992,474448,000113873d68b208,1,fe-int-141072,"{""sink"":33021173785939304}"
392,base_append,A,0,string,0,,100000,4,,,,0,,,1,4,15,247250,250864.5,244010.5,,,1,1600048,100002.5,0,100002.5,0,0,474424,9279208,10880744,474424,6b3786d1e674a16c,1,ba-string-100000-4,
393,base_append,C,16,string,0,,100000,16,,,,0,,,1200,19200,15,3.299,3.418,3.227,,,0.25,22,1,0,1,0,0,474424,8180056,8180056,474424,e4183092b3c97768,1,ba-string-100000-16,
394,foreach,C,128,int,0,,10000,,8,,,0,,,85,937040,15,0.54,0.588,0.537,,,0,0,0,0,0,0,0,474448,0,839112,474448,0000158798257408,1,fe-int-11024,"{""sink"":36242011677584344}"
395,base_append,C,64,string,0,,10000,64,,,,0,,,655,41920,15,2.978,3.031,2.825,,,0.0625,17.5,1,0,1,0,0,474424,2108928,2108928,474424,d1288a0148114f2a,1,ba-string-10000-64,
396,foreach,A,0,int,0,,14096,,0,,,0,,,70,986720,15,0.53,0.543,0.53,,,0,0,0,0,0,0,0,474448,0,933200,474448,00001b876b5eba08,1,fe-int-14096,"{""sink"":38168497676245350}"
397,base_append,C,32,string,0,,1000,64,,,,0,,,600,38400,15,3.04,3.303,2.942,,,0.0781,17.63,1,0,1,0,0,474424,1382872,1382872,474424,5f5271fda6a2fedb,1,ba-string-1000-64,
398,base_append,C,16,int,0,,100000,64,,,,0,,,721,46144,15,3.133,3.187,2.885,,,0.1094,17.88,1,0,0,0,0,474424,4672048,4672048,474424,4cdea0178042d4c6,1,ba-int-100000-64,
399,base_append,C,128,string,0,,100,4,,,,0,,,1200,4800,15,4.757,4.792,4.722,,,1,536,1,0,1,0,0,474424,3672088,3672088,474424,d697ab7efcf7800f,1,ba-string-100-4,
400,base_append,C,32,string,0,,10000,4,,,,0,,,4096,16384,15,4.954,5.005,4.804,,,1,152,1,0,1,0,0,474424,4216952,4216952,474424,1a16fd1767ddbec6,1,ba-string-10000-4,
401,linear,C,64,int,0,65536,,,,,,0,,,1,65536,8,2.739,3.117,2.59,,,0.0158,16.38,1,0,0,0,0,474408,2841952,2841952,474408,9f836d3a8baba8bc,1,lin-dead-int-65536,
402,base_append,C,64,int,0,,100,4,,,,0,,,900,3600,15,4.387,4.491,4.34,,,1,280,1,0,0,0,0,474392,1717400,1717400,474392,516dfccebf7220d1,1,ba-int-100-4,
403,base_append,C,32,string,0,,100,32,,,,0,,,1435,45920,15,3.205,3.438,2.979,,,0.125,19,1,0,1,0,0,474424,1541056,1541056,474424,9727c4da06513e03,1,ba-string-100-32,
404,linear,C,128,string,1,16384,,,,,,0,,,1,16384,15,39.973,40.876,37.341,,,1.0083,48.19,1,0,1,64.4922,0,474328,2375952,2375952,474328,72b0f5230c3274cb,1,lin-ret-string-16384,
405,foreach,C,32,int,0,,10000,,64,,,0,,,76,915648,15,0.542,0.546,0.515,,,0,0,0,0,0,0,0,474448,0,876424,474448,0000178798d33608,1,fe-int-12048,"{""sink"":35417607091515590}"
406,linear,C,16,int,0,65536,,,,,,0,,,1,65536,8,3.021,3.272,2.959,,,0.0627,17.5,1,0,0,0,0,474408,2866528,2866528,474408,9f836d3a8baba8bc,1,lin-dead-int-65536,
407,linear,B,0,nested,0,1024,,,,,,0,,,1,1024,15,2.482,2.563,2.441,,,0.0098,32.09,1,0.9961,1,0,0,474328,994520,1006808,474328,a7c9ef95cc20ecef,1,lin-dead-nested-1024,
408,base_append,A,0,object,0,,10000,64,,,,0,,,1,64,15,27791.672,27992.844,27751.313,,,1,160528,10032.5,0,10032.5,0,0,474424,1491400,1655240,597304,3e0995e52ddb186a,1,ba-object-10000-64,
409,base_append,A,0,string,0,,10000,1024,,,,0,,,1,1024,15,20744.304,20776.082,20673.421,,,1,168208,10512.5,0,10512.5,0,0,474424,1439688,1619912,474424,3206d78cb97e9326,1,ba-string-10000-1024,
410,linear,C,128,array,0,1024,,,,,,0,,,1,1024,15,2.645,3.296,2.563,,,0.0117,16.21,1,0,1,0,0,474328,773456,773456,474328,ffc2777778d9050b,1,lin-dead-array-1024,
411,base_append,C,64,string,0,,100000,64,,,,0,,,1200,76800,15,2.957,2.99,2.925,,,0.0625,17.5,1,0,1,0,0,474424,9333976,9333976,474424,25f64f6b5d86baac,1,ba-string-100000-64,
412,linear,A,0,string,1,4096,,,,,,0,,,1,4096,6,3607.869,3629.71,3605.632,,,1.0002,32784,2048.5,0,2048.5,0,0,474408,142948304,142948304,474408,d1ed2231f0a267b3,1,lin-ret-string-4096,
413,linear,B,0,string,0,16384,,,,,,0,,,1,16384,15,2.396,2.403,2.388,,,0.0009,32.01,1,0.9998,1,0,0,474328,1658072,1793240,474328,72b0f5230c3274cb,1,lin-dead-string-16384,
414,linear,C,64,object,1,4096,,,,,,0,,,1,4096,15,21.128,21.759,21.098,,,1.0173,48.38,1,0,1,32.4844,0,474328,1007376,1007376,531672,a90dfee62da19683,1,lin-ret-object-4096,
415,base_append,C,16,int,0,,1000,64,,,,0,,,480,30720,15,3.002,3.128,2.88,,,0.1094,17.88,1,0,0,0,0,474392,1172024,1172024,474392,a6ad414a035eb104,1,ba-int-1000-64,
416,branch,C,64,int,0,,1024,,,,,0,,boundary,1200,1200,15,15.521,17.049,15.382,,,4,1152,1,0,0,5,1,474448,2218312,2218312,474448,542149962e280d42,1,br-int-6-boundary,"{""lv_at_branch"":64}"
417,base_append,C,16,string,0,,100000,32,,,,0,,,1200,38400,15,3.149,3.441,3.071,,,0.1563,19.25,1,0,1,0,0,474424,8564696,8564696,474424,994f8fb185288e84,1,ba-string-100000-32,
418,linear,B,0,object,1,4096,,,,,,0,,,1,4096,6,4238.698,4253.988,4230.011,,,1.0002,43706.69,2048.5,0,2048.5,0,0,474408,196047608,196047608,531752,a90dfee62da19683,1,lin-ret-object-4096,
419,branch,C,32,string,0,,1024,,,,,0,,half,4096,4096,15,26.693,30.355,26.642,,,4,640,17,0,17,4,1,474408,3711296,3711296,474408,ff9ddcd79c2ea06a,1,br-string-5-half,"{""lv_at_branch"":16}"
420,base_append,A,0,int,0,,1000,32,,,,0,,,6,192,15,1430.557,1509.547,1429.25,,,1,16272,1016.5,0,0,0,0,474392,634184,654664,474392,48d38a9181c4637c,1,ba-int-1000-32,
421,vcreate,C,16,int,0,,64,,64,,,0,,,1807,1807,15,41.92,42.313,39.13,49.76,54.81,4,1344,1,0,0,64,1,474376,0,3063880,474376,0000000000000000,1,,
422,base_append,C,128,int,0,,1000,1,,,,0,,,1796,1796,15,10.625,10.695,10.579,,,4,2144,1,0,0,0,0,474392,5279384,5279384,474392,93cca32fd182c49d,1,ba-int-1000-1,
423,foreach,C,64,string,0,,10000,,8,,,0,,,84,883008,15,0.509,0.545,0.505,,,0,0,0,0,0,0,0,474448,0,1241160,474448,0000000000017190,1,fe-str-10512,"{""sink"":143141904}"
424,linear,C,128,string,1,4096,,,,,,0,,,1,4096,15,12.309,13.957,12.238,,,1.0093,48.19,1,0,1,16.4922,0,474328,949776,949776,474328,d1ed2231f0a267b3,1,lin-ret-string-4096,
425,linear,C,128,string,1,1024,,,,,,0,,,1,1024,15,6.592,6.714,6.551,,,1.0117,48.21,1,0,1,4.4922,0,474328,593232,593232,474328,165bfc4050d5b883,1,lin-ret-string-1024,
426,base_append,C,128,int,0,,100000,64,,,,0,,,800,51200,15,2.452,2.475,2.41,,,0.0625,33.5,1,0,0,0,0,474424,5804120,5804120,474424,4cdea0178042d4c6,1,ba-int-100000-64,
427,base_append,C,16,int,0,,10000,1,,,,0,,,1200,1200,15,11.042,11.146,10.555,,,4,352,1,0,0,0,0,474392,1303992,1303992,474392,a1b6c487627f1a40,1,ba-int-10000-1,
428,base_append,C,32,string,0,,100000,4,,,,0,,,4096,16384,15,4.997,5.361,4.817,,,1,152,1,0,1,0,0,474424,10692344,10692344,474424,6b3786d1e674a16c,1,ba-string-100000-4,
429,base_append,C,128,string,0,,1000,64,,,,0,,,1200,76800,15,2.875,3.409,2.681,,,0.0625,33.5,1,0,1,0,0,474424,3743768,3743768,474424,5f5271fda6a2fedb,1,ba-string-1000-64,
430,base_append,C,32,string,0,,100000,1,,,,0,,,4096,4096,15,12.96,16.693,11.21,,,4,608,1,0,1,0,0,474424,10692224,10692224,474424,6983a2558110d545,1,ba-string-100000-1,
431,base_append,A,0,string,0,,1000,16,,,,0,,,11,176,15,1582.386,1607.011,1473.483,,,1,16144,1008.5,0,1008.5,0,0,474424,728152,744536,474424,8e67b0ddf64b5e5e,1,ba-string-1000-16,
432,base_append,B,0,int,0,,100000,4,,,,0,,,2,8,15,29151.125,31974,28323,,,0.25,524292,25001,0,0,0,0,474392,7904600,7904600,474392,643898b1322dd762,1,ba-int-100000-4,
433,base_append,C,64,int,0,,100,16,,,,0,,,1435,22960,15,2.762,2.777,2.738,,,0.25,70,1,0,0,0,0,474392,2453632,2453632,474392,526e2275c1539cf5,1,ba-int-100-16,
434,base_append,A,0,string,0,,100,1024,,,,0,,,1,1024,15,1006.022,1014.282,1003.459,,,1,9808,612.5,0,612.5,0,0,474424,562152,582632,474424,5901fab5efd9bf2f,1,ba-string-100-1024,
435,base_append,B,0,string,0,,100000,1024,,,,0,,,1,1024,6,156.901,177.53,149.414,,,0.001,2048.02,98.6563,0,98.6563,0,0,474808,9848800,9848800,474808,87451fa144f84ad8,1,ba-string-100000-1024,
436,linear,C,128,array,0,65536,,,,,,0,,,1,65536,8,3.146,3.185,3.082,,,0.008,16.19,1,0,1,0,0,474408,19615072,19615072,474408,63e98e6e620efd26,1,lin-dead-array-65536,
437,linear,B,0,array,0,65536,,,,,,0,,,1,65536,15,2.709,4.562,2.689,,,0.0002,32,1,0.9999,1,0,0,474328,19352792,19881176,474328,63e98e6e620efd26,1,lin-dead-array-65536,
438,destroy,B,0,int,1,2048,,,,,,0,,,1,2048,6,1229.797,1246.094,1222.534,,,0,0,0,0,0,0,0,474408,53170936,53170936,474408,0000000000000000,1,,
439,base_append,C,64,string,0,,1000,16,,,,0,,,449,7184,15,3.022,3.236,3.004,,,0.25,70,1,0,1,0,0,474424,1166192,1166192,474424,8e67b0ddf64b5e5e,1,ba-string-1000-16,
440,foreach,A,0,int,0,,42768,,0,,,0,,,22,940896,15,0.494,0.497,0.493,,,0,0,0,0,0,0,0,474448,0,1850704,474448,00005388553ff208,1,fe-int-42768,"{""sink"":36462469331965544}"
441,base_append,C,128,string,0,,1000,32,,,,0,,,449,14368,15,2.871,2.903,2.865,,,0.125,67,1,0,1,0,0,474424,1745648,1745648,474424,cbb30a3ef264de0b,1,ba-string-1000-32,
442,branch,C,16,int,0,,1024,,,,,0,,half,4096,4096,15,21.505,21.566,19.989,,,4,384,9,0,0,4,1,474408,2352096,2352096,474408,69dbb58d56a44f3a,1,br-int-4-half,"{""lv_at_branch"":8}"
443,linear,C,16,object,0,1024,,,,,,0,,,1,1024,15,2.727,2.93,2.686,,,0.0693,17.52,1,0,1,0,0,474328,560912,560912,482520,6d7d60429257bfdf,1,lin-dead-object-1024,
444,base_append,A,0,string,0,,1000,4,,,,0,,,39,156,15,1301.814,1319.449,1298.878,,,1,16048,1002.5,0,1002.5,0,0,474424,1186648,1203032,474424,5388a4bfc5c1298a,1,ba-string-1000-4,
445,linear,B,0,object,0,65536,,,,,,0,,,1,65536,15,2.446,3.587,2.438,,,0.0002,32,1,0.9999,1,0,0,474328,6237400,6765784,1514712,d4d0b339df764e0a,1,lin-dead-object-65536,
446,base_append,C,16,string,0,,1000,32,,,,0,,,655,20960,15,2.942,3.533,2.882,,,0.1563,19.25,1,0,1,0,0,474424,1037632,1037632,474424,cbb30a3ef264de0b,1,ba-string-1000-32,
447,base_append,B,0,int,0,,1000,1,,,,0,,,218,218,15,650.61,887.615,637.234,,,1,16400,1001,0,0,0,0,474392,4973592,4973592,474392,93cca32fd182c49d,1,ba-int-1000-1,
448,base_append,A,0,string,0,,1000,1024,,,,0,,,1,1024,15,2585.978,2625.977,2559.001,,,1,24208,1512.5,0,1512.5,0,0,474424,637320,670088,474424,855adeaaec7a8476,1,ba-string-1000-1024,
449,base_append,C,32,int,0,,10000,32,,,,0,,,1027,32864,15,2.807,2.977,2.769,,,0.125,19,1,0,0,0,0,474424,1562080,1562080,474424,d969fe0d6965f4c4,1,ba-int-10000-32,
450,base_append,C,16,string,0,,10000,32,,,,0,,,1027,32864,15,2.983,3.449,2.877,,,0.1563,19.25,1,0,1,0,0,474424,1963360,1963360,474424,e6f2bd899677864a,1,ba-string-10000-32,
451,branch,A,0,string,0,,1024,,,,,0,,half,179,179,15,1447.391,1580.078,1402.933,,,1,25624,1601,0,1601,0,0,474408,5729736,5729736,474408,9e8cf0f0d0d2f564,1,br-string-7-half,"{""lv_at_branch"":64}"
452,linear,A,0,nested,0,1024,,,,,,0,,,1,1024,15,1339.681,1352.376,1335.571,,,1.001,8208.01,512.5,0,512.5,0,0,474328,994520,1010904,474328,a7c9ef95cc20ecef,1,lin-dead-nested-1024,
453,forks,B,0,int,0,,10000,,,16,,0,,,1,16,6,8541.688,9156.25,7427.125,10091.188,10382.813,1,262160,10040,0,0,0,0,474784,5062432,5062432,474784,08f8bda462d864aa,1,fk-16,"{""live_bytes_all_forks"":4355088}"
454,base_append,C,64,int,0,,10000,64,,,,0,,,423,27072,15,2.535,2.847,2.461,,,0.0625,17.5,1,0,0,0,0,474424,1384896,1384896,474424,f0ad57df4960eb85,1,ba-int-10000-64,
455,base_append,A,0,string,0,,10000,16,,,,0,,,1,16,15,17882.813,19216.125,17684.938,,,1,160144,10008.5,0,10008.5,0,0,474424,1366600,1530440,474424,442e58edb84b240e,1,ba-string-10000-16,
456,linear,C,16,object,1,16384,,,,,,0,,,1,16384,15,163.857,164.785,163.74,,,1.0632,49.5,1,0,1,512.4375,0,474328,2637072,2637072,728280,6197cb953c2f1bf3,1,lin-ret-object-16384,
457,base_append,C,64,string,0,,1000,4,,,,0,,,1435,5740,15,5.132,5.19,4.776,,,1,280,1,0,1,0,0,474424,2522752,2522752,474424,5388a4bfc5c1298a,1,ba-string-1000-4,
458,base_append,B,0,int,0,,100000,64,,,,0,,,2,128,15,1828.781,1951.492,1779.625,,,0.0156,32768.25,1563.5,0,0,0,0,474424,7904632,7904632,474424,4cdea0178042d4c6,1,ba-int-100000-64,
459,linear,C,128,int,0,1024,,,,,,0,,,1,1024,15,2.359,3.337,2.319,,,0.0117,16.21,1,0,0,0,0,474328,511312,511312,474328,10d750485dff5f42,1,lin-dead-int-1024,
460,base_append,C,64,int,0,,100000,4,,,,0,,,1807,7228,15,4.398,4.416,4.381,,,1,280,1,0,0,0,0,474424,6165888,6165888,474424,643898b1322dd762,1,ba-int-100000-4,
461,vcreate,C,128,int,0,,64,,64,,,0,,,898,898,15,47.698,50.529,46.957,52.478,60.876,4,3136,1,0,0,64,1,474376,0,4052656,474376,0000000000000000,1,,
462,linear,A,0,int,0,1024,,,,,,0,,,1,1024,15,746.826,804.973,743.937,,,1.001,8208.01,512.5,0,0,0,0,474328,511192,527576,474328,10d750485dff5f42,1,lin-dead-int-1024,
463,base_append,C,64,string,0,,1000,1,,,,0,,,3571,3571,15,11.201,12.123,11.166,,,4,1120,1,0,1,0,0,474424,5461064,5461064,474424,aa77e5bc29801f9b,1,ba-string-1000-1,
